long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,None,flags,None,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,float,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,flags,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,flags,long,flags,long,long,long,long,long,flags,long,long,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,flags,long,long,long,flags,flags,flags,long,long,flags,long,float,float,float,flags,long,long,long,long,long,flags,long,long,long,float,float,float,long,long,
265,0,0,0,0xA9800000,0x20420,0x14084005,0x10130000,0x800080,0x60008,0x1004,0x8,0x0,,0x0,,0x20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,13,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,1,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,146,0x0,22,0,0x0,,,,,,,,,"Зона смерті (ВИПРОБУВАННЯ)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Знищення всіх противників у радіусі 30 метрів. Шахрайство.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,5,0x4,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x40,0,0,0,0.0,0.0,0.0,0,0,
266,0,0,0,0xC0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,8,0x0,25,60,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,0,0x0,393,0,0x0,,,,,,,,,"Рушниці",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
269,0,0,0,0x0,0x88,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,0,0,1,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,27,0,0,1,0,0,0.0,0.0,0.0,4,0,0,0,0,0,16,0,0,0,0,0,7,0,0,3,0,0,1000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,21,0x0,1,0,0x0,,,,,,,,,"Хода Вогню Тригер (DNC)",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.0,0.0,0.0,0,0,
271,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,14,0,120000,15,0,0,0x0,101,0,70,1,1,0,0,7,1,0,,4,14.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,9,0,0,1,0,0,1.5,0.0,0.0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,64,0x0,88,0,0x0,,,,,,,,,"Заклик Безодні",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x20,0,0,0,1.0,0.0,0.0,0,0,
284,0,0,0,0x50014,0x8000000,0x0,0x400,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,8,8,0,1,150,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,173555,0x0,58,0,0,1,0,0,0.0,0.0,0.0,20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,39,0x0,856,0,0x32,,,,,,,,,"Удар героя",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Потужна атака, що збільшує шкоду в ближньому бою на $s1 од. і значно підвищує рівень створюваної загрози.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,4,0x40,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
285,0,0,0,0x50014,0x8000000,0x0,0x400,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,16,16,0,1,150,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,173555,0x0,58,0,0,1,0,0,0.0,0.0,0.0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,39,0x0,856,0,0x32,,,,,,,,,"Удар героя",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 3",,,,,,,,0xFF01FE,,,,,,,,,"Потужна атака, що збільшує шкоду в ближньому бою на $s1 од. і значно підвищує рівень створюваної загрози.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,4,0x40,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
324,0,1,0,0x50000,0x400,0x0,0x30000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x222A8,100,3,0,8,8,6,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26545,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,37,0x0,19,0,0x0,,,,,,,,,"Щит блискавок",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Оточення заклинателя $n $lкульовою блискавкою:кульовими блискавками:кульовими блискавками;. Противник, який атакує заклинателя в ближньому, дальньому бою або за допомогою заклинання, отримує $26364s1 од. шкоди від сил природи. На це витрачається одна блискавка, ефект спрацьовує не частіше, ніж раз на кілька секунд. Час дії – $d. Шаман може бути захищений лише одним заклинанням категорії «Щит стихій» одночасно.",,,,,,,,0xFF01FE,,,,,,,,,"Наносить $26364s1 од. шкоди від сил природи атакуючому в момент нанесення удару. $n $lзаряд:заряду:зарядів;.",,,,,,,,0xFF01FE,0,0x85,1500,0,11,0x400,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.146999999881,0.0,0.0,0,0,
325,0,1,0,0x50000,0x400,0x0,0x30000,0x80000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x222A8,100,3,0,16,16,6,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,0,0,1,0,0,0.0,0.0,0.0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26545,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,37,0x0,19,0,0x0,,,,,,,,,"Щит блискавок",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Оточення заклинателя $n кульовими блискавками. Противник, який атакує заклинателя в ближньому, дальньому бою або за допомогою заклинання, отримує $26365s1 од. шкоди від сил природи. На це витрачається одна блискавка, ефект спрацьовує не частіше, ніж раз на кілька секунд. Час дії – $d. Шаман може бути захищений лише одним заклинанням категорії «Щит стихій» одночасно.",,,,,,,,0xFF01FE,,,,,,,,,"Наносить $26365s1 од. шкоди від сил природи атакуючому в момент нанесення удару. $n $lзаряд:заряду:зарядів;.",,,,,,,,0xFF01FE,0,0x85,1500,0,11,0x400,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.226999998093,0.0,0.0,0,0,
331,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0x0,101,0,5,1,1,0,0,0,0,0,,5,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,11,0,0,0.699999988079,0.0,0.0,33,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,58,0x0,13,0,0x0,,,,,,,,,"Хвиля зцілення",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Відновлює $s1 од. здоров'я союзнику.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,13,0x85,1500,0,11,0x40,0x0,0x0,0,1,0x1,0,0.20000000298,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.231000006199,0.0,0.0,0,0,
332,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0x0,101,0,11,6,6,0,0,0,0,0,,5,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,15,0,0,1.0,0.0,0.0,63,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,58,0x0,13,0,0x0,,,,,,,,,"Хвиля зцілення",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 2",,,,,,,,0xFF01FE,,,,,,,,,"Відновлює $s1 од. здоров'я союзнику.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,17,0x85,1500,0,11,0x40,0x0,0x0,0,1,0x1,0,0.20000000298,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.509999990463,0.0,0.0,0,0,
339,0,1,7,0x40010000,0x0,0x0,0x0,0x20000800,0x20,0x800000,0x0,0x0,,0x2,,0x0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,4718592,0,0xA22A8,100,0,0,8,8,29,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,1,0,0.0,0.0,0.0,-1,4,0,0,0,0,6,6,0,0,0,0,0,0,0,26,3,0,0,3000,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,38,0x0,20,0,0x0,,,,,,,,,"Гнів дерев",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Оплітає ціль корінням, яке утримує її на місці та завдає $o2 од. шкоди від сил природи протягом $d. Стороння шкода може перервати цей ефект.",,,,,,,,0xFF01FE,,,,,,,,,"$s2 од. шкоди від сил природи раз на $t2 сек.",,,,,,,,0xFF01FE,7,0x85,1500,0,7,0x200,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.054999999702,1.0,0,0,
348,0,1,0,0x10000,0x0,0x0,0x0,0x100000,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0x0,101,0,5,1,1,8,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,2,77,1,1,0,0.0,0.600000023842,0.0,3,7,0,0,0,0,6,6,6,0,0,0,0,0,0,3,0,0,3000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,46,0x0,31,0,0x0,,,,,,,,,"Жертовний вогонь",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Нанесення противнику $s2 од. шкоди від вогню, а потім додатково $o1 од. шкоди від вогню протягом $d.",,,,,,,,0xFF01FE,,,,,,,,,"$s1 од. шкоди від вогню раз на $t1 с.",,,,,,,,0xFF01FE,17,0x85,1500,0,5,0x4,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x4,0,0,0,0.0,0.0579999983311,0.0,0,0,
355,82,0,0,0x50010,0x0,0x4000000,0x0,0x800,0x0,0x800000,0x0,0x20000,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,8000,0,0,0,0x0,101,0,0,10,10,27,1,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,114,6,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,34,0x0,24,0,0x0,,,,,,,,,"Провокація",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Провокує противника атакувати вас. Не має жодного ефекту, якщо ви вже боретеся з цим противником.",,,,,,,,0xFF01FE,,,,,,,,,"Провокація.",,,,,,,,0xFF01FE,0,0x0,0,0,4,0x8000,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
370,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x800000,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x0,101,0,0,12,12,0,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,38,0,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,214,0x0,47,0,0x0,,,,,,,,,"Розвіювання магії",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Знімає з ворога $m1 $lблаготворний магічний ефект:благотворних магічних ефекти:благотворних магічних ефектів;.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,8,0x85,1500,0,11,0x0,0x800,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,0.0,0.0,0,0,
379,0,0,0,0x40000,0x400,0x4,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0x28,101,0,0,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,10,0,0,1,0,0,0.0,0.0,0.0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,7923,0x0,2015,0,0x0,,,,,,,,,"Щит землі",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01EE,,,,,,,,,"Захищає ціль земляним щитом, який може зменшити час, що втрачається через отримання шкоди під час виголошення та підтримки заклинань. Крім того, атаки зцілюють захищеного персонажа, але цей ефект спрацьовує не частіше, ніж раз на кілька секунд. Кількість зарядів обмежена. Щит Землі можна накласти лише на одну ціль одночасно, і кожна ціль може бути захищена лише одним заклинанням категорії «Щит стихій».",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,11,0x0,0x0,0x40,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.0,1.0,1.0,0,0,
403,0,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0x0,101,0,6,1,1,0,0,0,0,0,,4,20.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,0,0,3,0,0,0.40000000596,0.0,0.0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,173,0x0,62,0,0x0,,,,,,,,,"Блискавка",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Уражає противника блискавкою, що завдає $s1 од. шкоди від сил природи.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,6,0x85,1500,0,11,0x1,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.125,0.0,0.0,0,0,
408,270,0,12,0x50010,0x440200,0x0,0x400,0x808,0x0,0x800000,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,1,0,20000,0,0,0,0x0,101,0,0,30,30,187,3,25,0,0,,2,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,2,173555,0x0,6,3,6,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,12,0,87,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,679,0x0,499,0,0x0,,,,,,,,,"Удар по нирках",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Завершающий прием, оглушающий цель. Время оглушения зависит от длины серии:,

1 прием: 1 секунда,

2 приема: 2 секунды,

3 приема: 3 секунды,

4 приема: 4 секунды,

5 приемов: 5 секунд",,,,,,,,0xFF01FE,,,,,,,,,"Приголомшення.",,,,,,,,0xFF01FE,0,0x85,1000,0,8,0x200000,0x0,0x0,0,2,0x2,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
421,85,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,1,0,0,0,0,0,0,0,0,5,0,6000,15,0,0,0x0,101,0,37,32,32,0,0,0,0,0,,4,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,2,0,0,27,0,0,1.89999997616,0.0,0.0,190,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,36,0x0,165,0,0x0,,,,,,,,,"Ланцюгова блискавка",,,,,,,,0xFF01FE,,,,,,,,,"Рівень 1",,,,,,,,0xFF01FE,,,,,,,,,"Уражає противника блискавкою, що завдає $s1 од. шкоди від сил природи. Блискавка перескакує на інших противників поблизу, але кожен стрибок знижує завдану шкоду на 30%. Загальна кількість вражених цілей – $x1.",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,26,0x85,1500,0,11,0x2,0x0,0x0,0,1,0x1,0,0.699999988079,1.0,1.0,0x0,0,0,0,0,0,0x8,0,0,0,0.570999979973,0.0,0.0,0,0,
427,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт у Монастир",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Телепортація в Монастир!",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
428,0,0,0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0x0,101,0,1,0,1,0,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,263,0x0,1,0,0x32,,,,,,,,,"Телепорт у Місячноріччя",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"",,,,,,,,0xFF01FC,0,0x0,0,0,0,0x0,0x0,0x0,0,1,0x1,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,1.0,0.0,0.0,0,0,
430,59,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,5,5,85,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,1,0,0.0,0.0,0.0,-1,41,0,0,0,0,1,1,0,0,0,0,0,0,0,85,226,0,0,2200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,101,0x0,1309,0,0x0,,,,,,,,,"Пиття",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення ${$m2/5*18} од. мани за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення ${$m2/5} од. мани на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
431,59,0,0,0x18000100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,0x0,,0x0,0,0,0,0,0,0,0,0,0,0,0,1,0,60000,1,262272,0,0x0,101,0,0,15,15,86,0,0,0,0,,1,0.0,0,0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,-1,0,0x0,6,6,0,1,1,0,0.0,0.0,0.0,-1,103,0,0,0,0,1,1,0,0,0,0,0,0,0,85,226,0,0,2200,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0x0,0,0x0,0,0,0,0,101,0x0,1309,0,0x0,,,,,,,,,"Пиття",,,,,,,,0xFF01FE,,,,,,,,,"",,,,,,,,0xFF01FC,,,,,,,,,"Відновлення ${$m2/5*21} од. мани за $d. Дія ефекту переривається, якщо персонаж підводиться.",,,,,,,,0xFF01FE,,,,,,,,,"Відновлення ${$m2/5} од. мани на сек.",,,,,,,,0xFF01FE,0,0x0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,1.0,1.0,1.0,0x0,0,0,0,0,0,0x1,0,0,0,0.0,0.0,0.0,0,0,
